SITE_ID,START_DATETIME,END_DATETIME,REF_SOIL_MOISTURE,REF_BULKDENSITY,REF_LATTICEWATER,REF_Q0,REF_C0,REF_CTS_MOD_CORR,REF_CTS_MOD2_CORR,REF_CTS_BARE_CORR,REF_CTS_SNOW_CORR,N0_MOD,N0_MOD2,N0_BARE,N0_SNOW,COSMOS_FACTOR_PROBE_MOD,COSMOS_FACTOR_PROBE_MOD2,COSMOS_FACTOR_PROBE_BARE,COSMOS_FACTOR_PROBE_SNOW,THETA_MIN,THETA_MAX,THETA_MIN_DATE,THETA_MAX_DATE,REF_SOC,CALIBRATION_COMMENT,PROBE_EFFDEPTH,N_MIN,METHOD,SOIL_COMMENT,N_MAX,L,ACTIVE,REF_BULKDENSITY_STD,REF_LATTICEWATER_STD,REF_SOC_STD
MORLY,2014-06-19 00:00:00,2014-06-21 00:00:00,0.161,1.48,0.016,9.169,149.96625,1845.819,,,,2688.10614,,,,1,1,1,1,,,,,0.017,,,1263.67,3,Typical mineral soil with high bulk density,2467.536,137.123,0,0.2,0.002,0.0038
NWYKE,2014-11-05 00:00:00,2014-11-06 00:00:00,0.472,1.16,0.02,6.461,148.84913,1356.171,,,,2650.96784,,,,1,1,1,1,,,,,0.037,,probe effective depth varies from 19.0 (1 m radius) to 13.9 cm (200 m radius) on calibration day),1193.301,3,Typical mineral soil,2231.498,136.835,0,0.15,0.0014,0.0021
PLYNL,2014-11-26 00:00:00,2014-11-27 00:00:00,0.59,0.61,0.02,6.2,155.07783,1290.984,,,,2938.58585,,,,1,1,1,1,,,,,0.098,,probe effective depth varies from 30.6 (1 m radius) to 23.1 cm (200 m radius) on calibration day),1219.967,3,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2112.2,135.343,0,0.33,0.0015,0.0097
PORTN,2015-02-02 00:00:00,2015-02-03 00:00:00,0.391,0.91,0.004,3.621,149.94892,1407.171,,,,2774.43739,,,,1,1,1,1,,,,,0.049,,probe effective depth varies from 25.0 (1 m radius) to 17.8 cm (200 m radius) on calibration day),1209.038,3,Highly calcareous mineral soil (around 82% calcium carbote); lattice and bound water is lower than for a typical mineral soil,2366.463,136.923,0,0.14,0.0011,0.0059
RDMER,2015-06-04 00:00:00,2015-06-05 00:00:00,0.504,0.59,0.056,7.882,155.18346,1295.915,,,,2972.53568,,,,1,1,1,1,,,,,0.238,,probe effective depth varies from 31.1 (1 m radius) to 23.6 cm (200 m radius) on calibration day),1219.942,3,"Extremely organic soil, perhaps somewhat compacted, i.e. very high soil organic carbon and higher than expected but still low bulk density; lattice and bound water appears somewhat high",1693.023,137.397,0,0.097,0.0059,0.053
REDHL,2016-12-08 00:00:00,2016-12-09 00:00:00,0.252,1.23,0.011,8.947,164.73154,1732.001,,,,2888.19047,,,,1,1,1,1,,,,,0.024,,varies from 22.1 (1 m radius) to 15.3 cm (200 m radius) on calibration day,1316.737,3,Slightly calcareous mineral soil (around 7% calcium carbote),2630.179,137.027,0,0.15,0.00076,0.0026
RISEH,2017-02-16 00:00:00,2017-02-17 00:00:00,0.429,1.15,0.022,6.68,165.17329,1589.477,,,,3050.43557,,,,1,1,1,1,,,,,0.032,,varies from 17.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day,1372.085,3,Calcareous mineral soil (around 21% calcium carbote),2593.195,137.172,0,0.18,0.0051,0.0043
ROTHD,2014-09-02 00:00:00,2014-09-03 00:00:00,0.28,1.32,0.018,10.072,157.24063,1719.015,,,,2900.35096,,,,1,1,1,1,,,,,0.021,,probe effective depth varies from 21.0 (1 m radius) to 14.6 cm (200 m radius) on calibration day),1336.011,3,Typical mineral soil,2600.673,136.825,0,0.15,0.0011,0.0036
BICKL,2015-02-24 00:00:00,2015-02-25 00:00:00,0.412,1.31,0.01,5.154,152.092,1534.098,,,,2800.257,,,,1,1,1,1,,,,,0.02,,probe effective depth varies from 18.4 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1290.783,3,Typical mineral soil,2602.115,130.0,0,0.23,0.00042,0.0036
BICKL,2015-02-24 00:00:00,2015-02-25 00:00:00,0.412,1.31,0.01,5.154,152.092,1538.721,,,,2808.696,,,,1,1,1,1,,,,,0.02,,probe effective depth varies from 18.4 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1294.673,3,Typical mineral soil,2609.956,137.008,0,0.23,0.00042,0.0036
BUNNY,2015-02-25 00:00:00,2015-02-26 00:00:00,0.292,1.53,0.008,6.514,152.375,1806.99,,,,2928.861,,,,1,1,1,1,,,,,0.016,,,1388.115,1,Typical mineral soil with high bulk density,,,1,,,
BUNNY,2015-02-25 00:00:00,2015-02-26 00:00:00,0.283,1.53,0.008,6.514,152.375,1806.99,,,,2898.78284,,,,1,1,1,1,,,,,0.016,,probe effective depth varies from 18.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day),1373.8597,2,Typical mineral soil with high bulk density,2763.39508,137.172,1,,,
BUNNY,2015-02-25 00:00:00,2015-02-26 00:00:00,0.283,1.55,0.008,6.514,152.375,1806.997,,,,2899.272,,,,1,1,1,1,,,,,0.016,,probe effective depth varies from 18.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day),1377.27,3,Typical mineral soil with high bulk density,2763.861,130.0,0,0.11,0.0012,0.0015
BUNNY,2015-02-25 00:00:00,2015-02-26 00:00:00,0.283,1.55,0.008,6.514,152.375,1801.341,,,,2890.197,,,,1,1,1,1,,,,,0.016,,probe effective depth varies from 18.3 (1 m radius) to 12.6 cm (200 m radius) on calibration day),1372.959,3,Typical mineral soil with high bulk density,2755.21,137.172,0,0.11,0.0012,0.0015
CARDT,2015-08-18 00:00:00,2015-08-19 00:00:00,0.149,1.11,0.016,8.94,154.606,1800.593,,,,2827.943,,,,1,1,1,1,,,,,0.04,,,1265.165,1,Typical mineral soil,,,1,,,
CARDT,2015-08-18 00:00:00,2015-08-19 00:00:00,0.141,1.1,0.016,8.94,154.5975,1800.597,,,,2793.44722,,,,1,1,1,1,,,,,0.04,,probe effective depth varies from 31.3 (1 m radius) to 20.8 cm (200 m radius) on calibration day),1248.13601,2,Typical mineral soil,2359.10702,137.25,1,,,
CARDT,2015-08-18 00:00:00,2015-08-19 00:00:00,0.141,1.14,0.016,8.94,154.598,1800.632,,,,2786.529,,,,1,1,1,1,,,,,0.04,,probe effective depth varies from 31.3 (1 m radius) to 20.8 cm (200 m radius) on calibration day),1251.388,3,Typical mineral soil,2353.264,130.0,0,0.17,0.0018,0.0052
CARDT,2015-08-18 00:00:00,2015-08-19 00:00:00,0.141,1.14,0.016,8.94,154.598,1793.606,,,,2775.656,,,,1,1,1,1,,,,,0.04,,probe effective depth varies from 31.3 (1 m radius) to 20.8 cm (200 m radius) on calibration day),1246.506,3,Typical mineral soil,2344.082,137.25,0,0.17,0.0018,0.0052
CGARW,2018-09-28 00:00:00,2018-09-29 00:00:00,0.417,0.79,0.022,7.246,166.08763,1535.911,,,,3164.33777,,,,1,1,1,1,,,,,0.048,radial and vertical weighted mean from 0-25 cm data,23.4 (1 m radius) to 17.0 cm (200 m radius),1353.36365,2,Typical mineral soil,2559.17955,136.25,1,,,
CGARW,2018-09-28 00:00:00,2018-09-29 00:00:00,0.417,0.96,0.022,7.246,166.095,1535.917,,,,3056.831,,,,1,1,1,1,,,,,0.048,radial and vertical weighted mean from 0-25 cm data,23.4 (1 m radius) to 17.0 cm (200 m radius),1338.49326,3,Typical mineral soil,2472.23273,130.0,0,0.26,0.00086,0.0015
CGARW,2018-09-28 00:00:00,2018-09-29 00:00:00,0.417,0.96,0.022,7.246,166.088,1535.81,,,,3056.617,,,,1,1,1,1,,,,,0.048,radial and vertical weighted mean from 0-25 cm data,23.4 (1 m radius) to 17.0 cm (200 m radius),1338.399,3,Typical mineral soil,2472.059,136.25,0,0.26,0.00086,0.0015
CHIMN,2013-11-13 00:00:00,2013-11-15 00:00:00,0.393,1.3,0.011,6.004,155.716,895.716,,,,1630.168,,,,1,1,1,1,20.401,58.083,2011-10-12 12:00:00,2014-01-06 12:00:00,0.027,REF_SOILMOISTURE is taken over depth of 0-10cm,10.1,749.247,1,Calcareous mineral soil (around 20% calcium carbonate),,,1,,,
CHIMN,2013-11-13 00:00:00,2013-11-15 00:00:00,0.393,1.32,0.011,6.004,155.71638,895.716,,,,1611.89867,,,,1,1,1,1,,,,,0.027,,,742.65824,2,Calcareous mineral soil (around 20% calcium carbonate),1450.87736,137.12,1,,,
CHIMN,2013-11-13 00:00:00,2013-11-15 00:00:00,0.393,1.36,0.011,6.004,155.716,895.72,,,,1614.441,,,,1,1,1,1,,,,,0.027,,,747.423,3,Calcareous mineral soil (around 20% calcium carbote),1453.166,130.0,0,0.095,0.0018,0.0016
CHIMN,2013-11-13 00:00:00,2013-11-15 00:00:00,0.393,1.36,0.011,6.004,155.716,888.589,,,,1601.588,,,,1,1,1,1,,,,,0.027,,,741.472,3,Calcareous mineral soil (around 20% calcium carbote),1441.596,137.12,0,0.095,0.0018,0.0016
CHOBH,2015-03-12 00:00:00,2015-03-13 00:00:00,0.568,0.7,0.003,5.04,150.105,1253.201,,,,2747.47,,,,1,1,1,1,,,,,0.031,,,1162.779,1,"Highly variable soil, with a mix of organic soil/material of variable thickness overlying mineral soil; low lattice and bound water",,,1,,,
CHOBH,2015-03-12 00:00:00,2015-03-13 00:00:00,0.566,0.9,0.003,5.04,150.105,1253.201,,,,2633.49,,,,1,1,1,1,,,,,0.031,,probe effective depth varies from 23.5 (1 m radius) to 17.3 cm (200 m radius) on calibration day),1148.521,2,"Highly variable soil, with a mix of organic soil/material of variable thickness overlying mineral soil; low lattice and bound water",2407.752,,0,,,
CHOBH,2015-03-12 00:00:00,2015-03-13 00:00:00,0.566,0.9,0.003,5.04,150.105,1253.211,,,,2633.511,,,,1,1,1,1,,,,,0.031,,probe effective depth varies from 23.5 (1 m radius) to 17.3 cm (200 m radius) on calibration day),1148.53,3,"Highly variable soil, with a mix of organic soil/material of variable thickness overlying mineral soil; low lattice and bound water",2407.771,130.0,0,0.37,0.0011,0.0084
CHOBH,2015-03-12 00:00:00,2015-03-13 00:00:00,0.566,0.9,0.003,5.04,150.105,1243.32,,,,2612.726,,,,1,1,1,1,,,,,0.031,,probe effective depth varies from 23.5 (1 m radius) to 17.3 cm (200 m radius) on calibration day),1139.466,3,"Highly variable soil, with a mix of organic soil/material of variable thickness overlying mineral soil; low lattice and bound water",2388.768,137.233,0,0.37,0.0011,0.0084
COCHN,2017-10-18 00:00:00,2017-10-19 00:00:00,0.524,0.83,0.019,8.13,163.945,1438.663,,,,3067.767,,,,1,1,1,1,,,,,0.068,radial and vertical weighted mean from 0-25 cm data,24.5 (1 m radius) to 18.2 cm (200 m radius),1317.405,2,Mineral soil with high soil organic carbon,2368.316,,0,,,
COCHN,2017-10-18 00:00:00,2017-10-19 00:00:00,0.524,0.83,0.019,8.13,163.945,1438.666,,,,3067.774,,,,1,1,1,1,,,,,0.068,radial and vertical weighted mean from 0-25 cm data,24.5 (1 m radius) to 18.2 cm (200 m radius),1317.408,3,Mineral soil with high soil organic carbon,2368.322,130.0,0,0.21,0.0018,0.014
COCHN,2017-10-18 00:00:00,2017-10-19 00:00:00,0.524,0.83,0.019,8.13,163.948,1442.983,,,,3076.978,,,,1,1,1,1,,,,,0.068,radial and vertical weighted mean from 0-25 cm data,24.5 (1 m radius) to 18.2 cm (200 m radius),1321.361,3,Mineral soil with high soil organic carbon,2375.427,136.674,0,0.21,0.0018,0.014
COCLP,2014-12-10 00:00:00,2014-12-11 00:00:00,0.445,1.19,0.02,4.96,148.8,1476.164,,,,2832.831,,,,1,1,1,1,,,,,0.033,,,1280.814,1,Typical mineral soil,,,1,,,
COCLP,2014-12-10 00:00:00,2014-12-11 00:00:00,0.447,1.21,0.02,4.96,148.8,1476.164,,,,2826.019,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 17.9 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1280.897,2,Typical mineral soil,2410.46,,0,,,
COCLP,2014-12-10 00:00:00,2014-12-11 00:00:00,0.447,1.21,0.02,4.96,148.8,1476.164,,,,2826.019,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 17.9 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1280.897,3,Typical mineral soil,2410.46,130.0,0,0.084,0.0015,0.0018
COCLP,2014-12-10 00:00:00,2014-12-11 00:00:00,0.447,1.21,0.02,4.96,148.8,1481.608,,,,2836.441,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 17.9 (1 m radius) to 13.1 cm (200 m radius) on calibration day),1285.62,3,Typical mineral soil,2419.349,137.028,0,0.084,0.0015,0.0018
CRICH,2014-12-08 00:00:00,2014-12-09 00:00:00,0.441,1.12,0.011,4.923,147.884,1462.589,,,,2839.581,,,,1,1,1,1,,,,,0.045,,,1271.99,1,Typical mineral soil,,,1,,,
CRICH,2014-12-08 00:00:00,2014-12-09 00:00:00,0.428,1.15,0.011,4.923,147.884,1462.589,,,,2808.592,,,,1,1,1,1,,,,,0.045,,probe effective depth varies from 19.9 (1 m radius) to 14.4 cm (200 m radius) on calibration day),1262.884,2,Typical mineral soil,2371.897,,0,,,
CRICH,2014-12-08 00:00:00,2014-12-09 00:00:00,0.428,1.15,0.011,4.923,147.884,1462.606,,,,2808.624,,,,1,1,1,1,,,,,0.045,,probe effective depth varies from 19.9 (1 m radius) to 14.4 cm (200 m radius) on calibration day),1262.898,3,Typical mineral soil,2371.924,130.0,0,0.15,0.0012,0.0068
CRICH,2014-12-08 00:00:00,2014-12-09 00:00:00,0.428,1.15,0.011,4.923,147.884,1456.059,,,,2796.052,,,,1,1,1,1,,,,,0.045,,probe effective depth varies from 19.9 (1 m radius) to 14.4 cm (200 m radius) on calibration day),1257.245,3,Typical mineral soil,2361.307,137.198,0,0.15,0.0012,0.0068
EASTB,2014-09-16 00:00:00,2014-09-17 00:00:00,0.306,1.09,0.019,10.941,153.007,1519.263,,,,2749.975,,,,1,1,1,1,,,,,0.033,,,1227.889,1,Typical mineral soil,,,1,,,
EASTB,2014-09-16 00:00:00,2014-09-17 00:00:00,0.303,1.1,0.019,10.941,153.007,1519.263,,,,2739.298,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 24.4 (1 m radius) to 17.1 cm (200 m radius) on calibration day),1224.703,2,Typical mineral soil,2344.38,,0,,,
EASTB,2014-09-16 00:00:00,2014-09-17 00:00:00,0.303,1.1,0.019,10.941,153.007,1519.274,,,,2739.318,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 24.4 (1 m radius) to 17.1 cm (200 m radius) on calibration day),1224.712,3,Typical mineral soil,2344.397,130.0,0,0.19,0.0015,0.0035
EASTB,2014-09-16 00:00:00,2014-09-17 00:00:00,0.303,1.1,0.019,10.941,153.007,1522.378,,,,2744.915,,,,1,1,1,1,,,,,0.033,,probe effective depth varies from 24.4 (1 m radius) to 17.1 cm (200 m radius) on calibration day),1227.215,3,Typical mineral soil,2349.187,136.585,0,0.19,0.0015,0.0035
ELMST,2017-01-19 00:00:00,2017-01-20 00:00:00,0.4,1.26,0.015,4.363,164.11,1783.177,,,,3277.221,,,,1,1,1,1,,,,,0.022,radial and vertical weighted mean from 0-25 cm data,19.9 (1 m radius) to 14.1 cm (200 m radius) ,1499.144,2,Calcareous mineral soil (around 5% calcium carbonate),2961.228,,0,,,
ELMST,2017-01-19 00:00:00,2017-01-20 00:00:00,0.4,1.26,0.015,4.363,164.11,1783.196,,,,3277.256,,,,1,1,1,1,,,,,0.022,radial and vertical weighted mean from 0-25 cm data,19.9 (1 m radius) to 14.1 cm (200 m radius) ,1499.16,3,Calcareous mineral soil (around 5% calcium carbote),2961.26,130.0,0,0.18,0.00096,0.0041
ELMST,2017-01-19 00:00:00,2017-01-20 00:00:00,0.4,1.26,0.015,4.363,164.09,1763.552,,,,3241.153,,,,1,1,1,1,,,,,0.022,radial and vertical weighted mean from 0-25 cm data,19.9 (1 m radius) to 14.1 cm (200 m radius) ,1482.645,3,Calcareous mineral soil (around 5% calcium carbote),2928.638,137.08,0,0.18,0.00096,0.0041
EUSTN,2017-01-18 00:00:00,2017-01-19 00:00:00,0.189,1.18,0.003,3.748,164.10154,2042.645,,,,3167.81506,,,,1,1,1,1,,,,,0.029,,varies from 26.9 (1 m radius) to 18.0 cm (200 m radius) on calibration day,1435.81319,2,Typical mineral soil; low lattice and bound water,2919.648,137.35,1,,,
EUSTN,2017-01-18 00:00:00,2017-01-19 00:00:00,0.189,1.27,0.003,3.748,164.101,2042.673,,,,3166.247,,,,1,1,1,1,,,,,0.029,,varies from 26.9 (1 m radius) to 18.0 cm (200 m radius) on calibration day,1451.637,3,Typical mineral soil; low lattice and bound water,2918.203,130.0,0,0.2,0.00026,0.0023
EUSTN,2017-01-18 00:00:00,2017-01-19 00:00:00,0.189,1.27,0.003,3.748,164.101,2011.74,,,,3118.3,,,,1,1,1,1,,,,,0.029,,varies from 26.9 (1 m radius) to 18.0 cm (200 m radius) on calibration day,1429.655,3,Typical mineral soil; low lattice and bound water,2874.012,137.35,0,0.2,0.00026,0.0023
FINCH,2017-07-28 00:00:00,2017-07-29 00:00:00,0.279,1.33,0.007,10.482,161.391,1803.412,,,,2997.231,,,,1,1,1,1,,,,,0.02,radial and vertical weighted mean from 0-25 cm data,21.3 (1 m radius) to 14.7 cm (200 m radius),1385.897,2,Calcareous mineral soil,2820.437,,0,,,
FINCH,2017-07-28 00:00:00,2017-07-29 00:00:00,0.279,1.33,0.007,10.482,161.391,1803.425,,,,2997.253,,,,1,1,1,1,,,,,0.02,radial and vertical weighted mean from 0-25 cm data,21.3 (1 m radius) to 14.7 cm (200 m radius),1385.907,3,Calcareous mineral soil,2820.457,130.0,0,0.13,0.00055,0.0011
FINCH,2017-07-28 00:00:00,2017-07-29 00:00:00,0.279,1.33,0.007,10.482,161.429,1800.049,,,,2991.643,,,,1,1,1,1,,,,,0.02,radial and vertical weighted mean from 0-25 cm data,21.3 (1 m radius) to 14.7 cm (200 m radius),1383.313,3,Calcareous mineral soil,2815.178,137.314,0,0.13,0.00055,0.0011
FIVET,2018-11-15 00:00:00,2018-11-16 00:00:00,0.537,0.97,0.014,8.67,164.785,1443.267,,,,2982.128,,,,1,1,1,1,,,,,0.039,radial and vertical weighted mean from 0-25 cm data,21.7 (1 m radius) to 16.0 cm (200 m radius),1310.328,2,Typical mineral soil,2543.613,,0,,,
FIVET,2018-11-15 00:00:00,2018-11-16 00:00:00,0.537,0.97,0.014,8.67,164.785,1443.424,,,,2982.453,,,,1,1,1,1,,,,,0.039,radial and vertical weighted mean from 0-25 cm data,21.7 (1 m radius) to 16.0 cm (200 m radius),1310.4706,3,Typical mineral soil,2543.89039,130.0,0,0.24,0.0019,0.0095
FIVET,2018-11-15 00:00:00,2018-11-16 00:00:00,0.537,0.97,0.014,8.67,164.73,1448.86,,,,2993.686,,,,1,1,1,1,,,,,0.039,radial and vertical weighted mean from 0-25 cm data,21.7 (1 m radius) to 16.0 cm (200 m radius),1315.406,3,Typical mineral soil,2553.471,136.589,0,0.24,0.0019,0.0095
GISBN,2014-09-17 00:00:00,2014-09-18 00:00:00,0.548,0.61,0.021,10.777,153.913,1212.603,,,,2720.27,,,,1,1,1,1,,,,,0.061,REF_SOILMOISTURE is taken over depth of 0-10cm,8.5,1131.634,1,"Mineral soil with high soil organic carbon, most likely from decomposed forest litter",,,1,,,
GISBN,2014-09-17 00:00:00,2014-09-18 00:00:00,0.542,0.71,0.021,10.777,153.9125,1212.603,,,,2674.89479,,,,1,1,1,1,,,,,0.061,,probe effective depth varies from 25.1 (1 m radius) to 18.6 cm (200 m radius) on calibration day),1129.68443,2,"Mineral soil with high soil organic carbon, most likely from decomposed forest litter",2092.17507,136.21,1,,,
GISBN,2014-09-17 00:00:00,2014-09-18 00:00:00,0.542,0.82,0.021,10.777,153.913,1212.608,,,,2601.185,,,,1,1,1,1,,,,,0.061,,probe effective depth varies from 25.1 (1 m radius) to 18.6 cm (200 m radius) on calibration day),1116.016,3,"Mineral soil with high soil organic carbon, most likely from decomposed forest litter",2034.523,130.0,0,0.29,0.0037,0.0035
GISBN,2014-09-17 00:00:00,2014-09-18 00:00:00,0.542,0.82,0.021,10.777,153.913,1220.122,,,,2617.303,,,,1,1,1,1,,,,,0.061,,probe effective depth varies from 25.1 (1 m radius) to 18.6 cm (200 m radius) on calibration day),1122.932,3,"Mineral soil with high soil organic carbon, most likely from decomposed forest litter",2047.13,136.21,0,0.29,0.0037,0.0035
GLENS,2014-07-28 00:00:00,2014-07-29 00:00:00,0.666,0.24,0.014,10.652,156.181,1263.767,,,,3175.248,,,,1,1,1,1,,,,,0.203,REF_SOILMOISTURE is taken over depth of 0-10cm,7.2,1238.222,1,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",,,1,,,
GLENS,2014-07-28 00:00:00,2014-07-29 00:00:00,0.608,0.44,0.014,10.652,156.181,1263.767,,,,3015.098,,,,1,1,1,1,,,,,0.203,,,1215.146,2,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",1855.411,,0,,,
GLENS,2014-07-28 00:00:00,2014-07-29 00:00:00,0.608,0.44,0.014,10.652,156.181,1263.79,,,,3015.153,,,,1,1,1,1,,,,,0.203,,,1215.169,3,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",1855.445,130.0,0,0.33,0.0034,0.059
GLENS,2014-07-28 00:00:00,2014-07-29 00:00:00,0.608,0.44,0.014,10.652,156.182,1276.225,,,,3044.822,,,,1,1,1,1,,,,,0.203,,,1227.126,3,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",1873.702,135.739,0,0.33,0.0034,0.059
GLENW,2016-10-20 00:00:00,2016-10-21 00:00:00,0.631,0.54,0.024,7.056,162.963,1384.59,,,,3240.15,,,,1,1,1,1,,,,,0.153,radial and vertical weighted mean from 0-25 cm data,32.9cm (1m radius) to 25.2cm (200m radius),1327.454,2,"Organic soil, i.e. very high soil organic carbon and low bulk density",2101.925,,0,,,
GLENW,2016-10-20 00:00:00,2016-10-21 00:00:00,0.631,0.54,0.024,7.056,162.963,1384.597,,,,3240.166,,,,1,1,1,1,,,,,0.153,radial and vertical weighted mean from 0-25 cm data,32.9cm (1m radius) to 25.2cm (200m radius),1327.461,3,"Organic soil, i.e. very high soil organic carbon and low bulk density",2101.936,130.0,0,0.24,0.0019,0.011
GLENW,2016-10-20 00:00:00,2016-10-21 00:00:00,0.631,0.54,0.024,7.056,162.96,1388.277,,,,3248.778,,,,1,1,1,1,,,,,0.153,radial and vertical weighted mean from 0-25 cm data,32.9cm (1m radius) to 25.2cm (200m radius),1330.989,3,"Organic soil, i.e. very high soil organic carbon and low bulk density",2107.522,136.22,0,0.24,0.0019,0.011
HADLW,2016-12-15 00:00:00,2016-12-16 00:00:00,0.398,1.22,0.028,7.268,164.286,1572.367,,,,2947.124,,,,1,1,1,1,,,,,0.031,,varies from 18.6 (1 m radius) to 13.4 cm (200 m radius) on calibration day,1335.974,2,Typical mineral soil,2464.88,,0,,,
HADLW,2016-12-15 00:00:00,2016-12-16 00:00:00,0.398,1.22,0.028,7.268,164.286,1572.374,,,,2947.137,,,,1,1,1,1,,,,,0.031,,varies from 18.6 (1 m radius) to 13.4 cm (200 m radius) on calibration day,1335.98,3,Typical mineral soil,2464.891,130.0,0,0.15,0.0019,0.0014
HADLW,2016-12-15 00:00:00,2016-12-16 00:00:00,0.398,1.22,0.028,7.268,164.277,1562.285,,,,2928.228,,,,1,1,1,1,,,,,0.031,,varies from 18.6 (1 m radius) to 13.4 cm (200 m radius) on calibration day,1327.408,3,Typical mineral soil,2449.075,137.305,0,0.15,0.0019,0.0014
SHEEP,2014-03-20 00:00:00,2014-03-21 00:00:00,0.327,1.03,0.027,7.344,154.63258,917.808,,,,1738.79451,,,,1,1,1,1,,,,,0.059,,,766.72,3,Mineral soil with fairly high soil organic carbon; slightly calcareous,1345.81,136.603,0,0.14,0.006,0.0086
SOURH,2014-12-09 00:00:00,2014-12-10 00:00:00,0.578,0.55,0.021,6.175,148.74204,1249.56,,,,2869.40818,,,,1,1,1,1,,,,,0.086,,probe effective depth varies from 30.6 (1 m radius) to 22.8 cm (200 m radius) on calibration day),1181.061,3,"Mineral soil with very high organic matter, i.e. high soil organic carbon and low bulk density",2111.781,136.034,0,0.29,0.0034,0.041
SPENF,2017-06-15 00:00:00,2017-06-16 00:00:00,0.269,1.49,0.011,9.357,165.6,1929.263,,,,3110.68456,,,,1,1,1,1,,,,,0.019,radial and vertical weighted mean from 0-25 cm data,22.0 (1 m radius) to 15.0 cm (200 m radius) ,1465.14,3,"Calcareous mineral soil (around 22% calcium carbote), with high bulk density",2890.577,137.164,0,0.19,0.0013,0.002
STGHT,2015-11-19 00:00:00,2015-11-20 00:00:00,0.351,1.35,0.018,6.966,155.15017,1604.541,,,,2843.01128,,,,1,1,1,1,,,,,0.027,,probe effective depth varies from 18.5 (1 m radius) to 13.2 cm (200 m radius) on calibration day),1312.63,3,Typical mineral soil,2493.321,136.797,0,0.14,0.0028,0.0071
STIPS,2014-11-27 00:00:00,2014-11-28 00:00:00,0.612,0.52,0.016,6.515,154.72942,1294.487,,,,3015.85757,,,,1,1,1,1,,,,,0.104,,probe effective depth varies from 31.1 (1 m radius) to 23.4 cm (200 m radius) on calibration day),1234.815,3,"Organic soil with some mineral material, i.e. high soil organic carbon and low bulk density",2158.841,135.702,0,0.25,0.004,0.036
SYDLG,2019-03-21 00:00:00,2019-03-22 00:00:00,0.374,1.05,0.02,8.284,165.459,1704.996,,,,3244.17132,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,21.1 (1 m radius) to 15.0 cm (200 m radius),1440.379,3,Typical mineral soil,2748.767,136.433,0,0.19,0.0015,0.0029
TADHM,2014-11-06 00:00:00,2014-11-07 00:00:00,0.615,0.31,0.029,8.1,148.385,1129.862,,,,2789.16707,,,,1,1,1,1,,,,,0.314,,probe effective depth varies from 55.5 (1 m radius) to 42.5 cm (200 m radius) on calibration day),1098.747,3,"Extremely organic soil with little mineral material, i.e. very high soil organic carbon and extremely low bulk density",1529.633,137.402,0,0.093,0.0033,0.059
WADDN,2014-03-13 00:00:00,2014-03-15 00:00:00,0.46,1.01,0.021,6.575,154.49135,813.363,,,,1622.87113,,,,1,1,1,1,,,,,0.034,,,716.74,3,Typical mineral soil,1375.049,136.997,0,0.16,0.0021,0.0023
WIMPL,2019-10-15 00:00:00,2019-10-16 00:00:00,0.361,1.18,0.015,8.959,164.63229,1581.417,,,,2909.29138,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,19.6 (1 m radius) to 14.0 cm (200 m radius),1314.435,3,Typical mineral soil,2506.928,137.179,0,0.16,0.0039,0.0021
WRTTL,2017-07-27 00:00:00,2017-07-28 00:00:00,0.35,1.15,0.019,10.595,161.28221,1646.412,,,,3033.74826,,,,1,1,1,1,,,,,0.035,radial and vertical weighted mean from 0-25 cm data,20.3 (1 m radius) to 14.3 cm (200 m radius),1364.579,3,Typical mineral soil,2579.009,137.226,0,0.23,0.0013,0.0033
WYTH1,2014-04-15 00:00:00,2014-04-16 00:00:00,0.485,0.96,0.017,5.189,155.58038,678.203,,,,1374.3675,,,,1,1,1,1,,,,,0.028,,,603.677,3,Typical mineral soil,1205.32,136.801,0,0.19,0.0047,0.0044
